,data size,granules number,relation type,ksi,accuracy
474,5000,200,t,0.95,0.501
475,5000,200,e,0.05,0.5424
476,5000,200,e,0.1,0.5424
477,5000,200,e,0.15,0.5424
478,5000,200,e,0.2,0.5424
479,5000,200,e,0.25,0.5424
480,5000,200,e,0.3,0.5226
481,5000,200,e,0.35,0.4864
482,5000,200,e,0.4,0.5176
483,5000,200,e,0.45,0.5264
484,5000,200,e,0.5,0.4538
485,5000,200,e,0.55,0.3702
486,5000,200,e,0.6,0.5298
487,5000,200,e,0.65,0.4794
488,5000,200,e,0.7,0.5226
489,5000,200,e,0.75,0.5634
490,5000,200,e,0.8,0.5406
491,5000,200,e,0.85,0.5478
492,5000,200,e,0.9,0.4604
493,5000,200,e,0.95,0.5194
494,5000,200,g,0.05,0.5424
495,5000,200,g,0.1,0.586
496,5000,200,g,0.15,0.4538
497,5000,200,g,0.2,0.4794
498,5000,200,g,0.25,0.501
499,5000,200,g,0.3,0.438
500,5000,200,g,0.35,0.3702
501,5000,200,g,0.4,0.4794
502,5000,200,g,0.45,0.6002
503,5000,200,g,0.5,0.534
504,5000,200,g,0.55,0.444
505,5000,200,g,0.6,0.5634
506,5000,200,g,0.65,0.6314
507,5000,200,g,0.7,0.6086
508,5000,200,g,0.75,0.5626
509,5000,200,g,0.8,0.5376
510,5000,200,g,0.85,0.5216
511,5000,200,g,0.9,0.6192
512,5000,200,g,0.95,0.4466
513,10000,50,t,0.05,0.4461
514,10000,50,t,0.1,0.4461
515,10000,50,t,0.15,0.4461
516,10000,50,t,0.2,0.4461
517,10000,50,t,0.25,0.4461
518,10000,50,t,0.3,0.4461
519,10000,50,t,0.35,0.4461
520,10000,50,t,0.4,0.4461
521,10000,50,t,0.45,0.4461
522,10000,50,t,0.5,0.4461
523,10000,50,t,0.55,0.4461
524,10000,50,t,0.6,0.4461
525,10000,50,t,0.65,0.4461
526,10000,50,t,0.7,0.5513
527,10000,50,t,0.75,0.4461
528,10000,50,t,0.8,0.4461
529,10000,50,t,0.85,0.4461
530,10000,50,t,0.9,0.4461
531,10000,50,t,0.95,0.4461
532,10000,50,e,0.05,0.4461
533,10000,50,e,0.1,0.4461
534,10000,50,e,0.15,0.4461
535,10000,50,e,0.2,0.4461
536,10000,50,e,0.25,0.6536
537,10000,50,e,0.3,0.4461
538,10000,50,e,0.35,0.4461
539,10000,50,e,0.4,0.4461
540,10000,50,e,0.45,0.4461
541,10000,50,e,0.5,0.5513
542,10000,50,e,0.55,0.4461
543,10000,50,e,0.6,0.4461
544,10000,50,e,0.65,0.5245
545,10000,50,e,0.7,0.47
546,10000,50,e,0.75,0.47
547,10000,50,e,0.8,0.47
548,10000,50,e,0.85,0.4663
549,10000,50,e,0.9,0.5316
550,10000,50,e,0.95,0.5861
551,10000,50,g,0.05,0.4461
552,10000,50,g,0.1,0.4461
553,10000,50,g,0.15,0.4461
554,10000,50,g,0.2,0.4461
555,10000,50,g,0.25,0.4461
556,10000,50,g,0.3,0.4461
557,10000,50,g,0.35,0.4461
558,10000,50,g,0.4,0.4461
559,10000,50,g,0.45,0.5245
560,10000,50,g,0.5,0.47
561,10000,50,g,0.55,0.47
562,10000,50,g,0.6,0.6135
563,10000,50,g,0.65,0.4461
564,10000,50,g,0.7,0.4461
565,10000,50,g,0.75,0.47
566,10000,50,g,0.8,0.5635
567,10000,50,g,0.85,0.4663
568,10000,50,g,0.9,0.4663
569,10000,50,g,0.95,0.5396
570,10000,100,t,0.05,0.4983
571,10000,100,t,0.1,0.4983
572,10000,100,t,0.15,0.4983
573,10000,100,t,0.2,0.5223
574,10000,100,t,0.25,0.5497
575,10000,100,t,0.3,0.5536
576,10000,100,t,0.35,0.612
577,10000,100,t,0.4,0.4983
578,10000,100,t,0.45,0.5256
579,10000,100,t,0.5,0.5112
580,10000,100,t,0.55,0.5562
581,10000,100,t,0.6,0.5562
582,10000,100,t,0.65,0.5476
583,10000,100,t,0.7,0.5661
584,10000,100,t,0.75,0.4698
585,10000,100,t,0.8,0.5196
586,10000,100,t,0.85,0.5282
587,10000,100,t,0.9,0.5067
588,10000,100,t,0.95,0.5067
589,10000,100,e,0.05,0.4983
590,10000,100,e,0.1,0.4983
591,10000,100,e,0.15,0.4983
592,10000,100,e,0.2,0.5223
593,10000,100,e,0.25,0.5536
594,10000,100,e,0.3,0.5069
595,10000,100,e,0.35,0.4383
596,10000,100,e,0.4,0.5112
597,10000,100,e,0.45,0.5562
